[],"RT @tcabarrus: En attendant des chiffres précis, et au vu des photos qui circulent sur internet, on peut dire que c'est un vrai flop. Et qu…",Paupol_du_Panie,
"['GiletsJaunes', 'giletsRouges']","RT @GaetanEscorbiac: Ces gilets jaunes appellent au boycott d'Amazon après plusieurs licenciements.

#GiletsJaunes #giletsRouges #GreveGene…",MANOUCHKYA,BORDEAUX FRANCE
['LaREM'],"RT @tvlofficiel: 🎥⚡Clash entre un Gilet Jaune et un député #LaREM : ""Vous dites que vous voyez la peine et la misère humaine, et votre seul…",N_uma14,
"['GreveGenerale5fevrier', 'GreveGenerale', 'CGT', 'GiletsJaunes', 'macron', 'greve', 'EmmanuelMacron']","RT @P_tweet_presse: [ #GreveGenerale5fevrier #GreveGenerale #CGT #GiletsJaunes #macron #greve #EmmanuelMacron ] 

🔸Quelques chiffres :…",P_tweet_presse,"Nice, France"
"['Macron', 'patrons', 'Paris', 'greve5fevrier']","RT @Callystor: 🎶""Emmanuel #Macron,
président des #patrons,
On vient te chercher chez toi !""🎶
A #Paris pour la #greve5fevrier, 
puissante co…",juillet71,France
"['GreveGenerale5fevrier', 'GreveGenerale', 'GiletsJaunes']","RT @ChalecosAmarill: MAXIMA DIFUSION
PARIS - Quelques tensions à l’avant du cortège

#GreveGenerale5fevrier #GreveGenerale #GiletsJaunes #C…",luciamarcano3,
"['CGT', 'LFI', 'Solidaires', 'giletsjaunes']",RT @LesjetsM: Le collectif #CGT #LFI #Solidaires #giletsjaunes et X groupuscules seditieux n'ont aujourd'hui rassemblé que 14000 manifestan…,jacluc332,"Bordeaux, France"
"['Mediapart', 'GiletJaune', 'Benalla', 'GiletsJaunes', 'AffaireBenalla']","RT @P_tweet_presse: [ #Mediapart #GiletJaune #Benalla ] 

👉⚡️Rassemblement de #GiletsJaunes entonnant des chansons sur l’ #AffaireBenalla…",P_tweet_presse,"Nice, France"
"['GrandDebat', 'LaREM']","RT @3508CentreNord: 🔴 ""Nous avons la preuve que le « #GrandDebat » est une campagne pour #LaREM financée avec de l'argent public et hors co…",Domiala,
[],Des explications ? (« Vous avez pas le contexte » « images sorties de nulle part » « les FdO doivent bien se défend… https://t.co/FaEPqTsUIn,bzavier,Hidden
['GiletsJaunes'],"RT @RachidaElAzzz: En bas de @mediapart, ce soir, des #GiletsJaunes demandent s’ils peuvent se rassembler pour le droit de savoir, la liber…",Abo3Steph,
[],"RT @GiletsJaunesGo: 🔴 Saint-Aybert - Hensies 
Un blocage s’organise sur l’Autoroute A2, à la frontière franco-belge. 
https://t.co/nQVhXA9H…",ichtus765,
[],"RT @GiletsJaunesGo: 🔴 Saint-Aybert - Hensies 
Un blocage s’organise sur l’Autoroute A2, à la frontière franco-belge. 
https://t.co/nQVhXA9H…",Atlas57625404,
"['Paris', 'GreveGenerale5Fevrier', 'GiletsJaunes']","RT @AntenneJaune: ⚡️🎥 CHOC - #Paris
Coups de matraque distribués gratuitement. Dénonçons ! 😡
#GreveGenerale5Fevrier #GiletsJaunes #Violence…",sireude806,"Haute-Normandie, France"
"['Macron', 'patrons', 'Paris', 'greve5fevrier']","RT @Callystor: 🎶""Emmanuel #Macron,
président des #patrons,
On vient te chercher chez toi !""🎶
A #Paris pour la #greve5fevrier, 
puissante co…",GuyLetyn,France
"['Giletsjaunes', 'CGT']","RT @fbu_82: NON les #Giletsjaunes n’ont rien à voir avec la #CGT et sont mal en point... Il faut vite réagir !
https://t.co/eqCnaOu06D",Elen28634336,"Yvelines, Ile-de-France"
"['GiletsJaunes', 'Strasbourg']","RT @leGneral2: 💥 📽️🇫🇷 HONTE! #GiletsJaunes à #Strasbourg le 05/02/19 :Suite à une opération de blocage de GCO Strasbourg, un gendarme plaqu…",ElCobraCoC,
[],RT @YMalestre: Un tas de gens touchent la prime d'activité et elle est conséquente : plusieurs témoignages à la télé dont 1 homme dit gagne…,chanlape20,Martinique
